Mfr PartNumber,GBWP (kHz),Supply Current (uA),GBWP/uA,min_voltage,max_voltage
TLV27L2IDG4,160,7,22.8571428571,2.7,16
TLV27L2IDGK,160,7,22.8571428571,2.7,16
TLV2382IDG4,160,7,22.8571428571,2.7,16
OPA2381AIDRBT,18000,800,22.5,2.7,5.5
OPA2381AIDGKT,18000,800,22.5,2.7,5.5
OPA381AIDGKT,18000,800,22.5,2.7,5.5
OPA381AIDRBT,18000,800,22.5,2.7,5.5
OPA381AIDGKR,18000,800,22.5,2.7,5.5
OPA381AIDGKRG4,18000,800,22.5,2.7,5.5
OPA381AIDRBR,18000,800,22.5,2.7,5.5
OPA381AIDRBRG4,18000,800,22.5,2.7,5.5
OPA381AIDGKTG4,18000,800,22.5,2.7,5.5
OPA381AIDRBTG4,18000,800,22.5,2.7,5.5
OPA2381AIDGKR,18000,800,22.5,2.7,5.5
OPA2381AIDGKRG4,18000,800,22.5,2.7,5.5
OPA2381AIDGKTG4,18000,800,22.5,2.7,5.5
OPA2381AIDRBTG4,18000,800,22.5,2.7,5.5
OPA2381AIDRBR,18000,800,22.5,2.7,5.5
OPA2381AIDRBRG4,18000,800,22.5,2.7,5.5
OPA348AIDCKR,1000,45,22.2222222222,2.1,5.5
MCP6401RT-E/OT,1000,45,22.2222222222,1.8,6
MCP6401T-E/OT,1000,45,22.2222222222,1.8,6
MCP6401T-E/LT,1000,45,22.2222222222,1.8,6
MCP6402T-E/MNY,1000,45,22.2222222222,1.8,6
OPA2348AIDCNR,1000,45,22.2222222222,2.1,5.5
OPA2348AIDR,1000,45,22.2222222222,2.1,5.5
OPA348AIDCKT,1000,45,22.2222222222,2.1,5.5
OPA348AIDBVR,1000,45,22.2222222222,2.1,5.5
OPA4348AIPWT,1000,45,22.2222222222,2.1,5.5
OPA2348AID,1000,45,22.2222222222,2.1,5.5
AD8541ARTZ-REEL7,1000,45,22.2222222222,2.7,5.5
AD8542ARMZ-REEL,1000,45,22.2222222222,2.7,5.5
AD8542ARZ-REEL7,1000,45,22.2222222222,2.7,5.5
AD8541ARZ,1000,45,22.2222222222,2.7,5.5
AD8542ARZ,1000,45,22.2222222222,2.7,5.5
AD8544ARUZ,1000,45,22.2222222222,2.7,5.5
AD8544ARZ,1000,45,22.2222222222,2.7,5.5
OPA348AIDBVT,1000,45,22.2222222222,2.1,5.5
OPA2348AQDRQ1,1000,45,22.2222222222,2.1,5.5
OPA4348AIPWR,1000,45,22.2222222222,2.1,5.5
ISL28133FHZ-T7,400,18,22.2222222222,1.8,5.5
ISL28233FBZ-T7A,400,18,22.2222222222,1.8,6
ISL28233FUZ-T7A,400,18,22.2222222222,1.8,6
ISL28233FRZ-T7A,400,18,22.2222222222,1.8,6
ISL28433FBZ-T7A,400,18,22.2222222222,1.8,6
ISL28433FVZ-T7A,400,18,22.2222222222,1.8,6
MCP6401UT-E/OT,1000,45,22.2222222222,1.8,6
AD8541AKSZ-REEL7,1000,45,22.2222222222,2.7,5.5
MCP6402-E/SN,1000,45,22.2222222222,1.8,6
MCP6404-E/ST,1000,45,22.2222222222,1.8,6
OPA2348AIDCNT,1000,45,22.2222222222,2.1,5.5
OPA348AID,1000,45,22.2222222222,2.1,5.5
OPA4348AID,1000,45,22.2222222222,2.1,5.5
AD8542ARUZ,1000,45,22.2222222222,2.7,5.5
ISL28213FUZ,2000,90,22.2222222222,1.8,5.5
OPA348AIDBVRG4,1000,45,22.2222222222,2.1,5.5
OPA348AIDCKRG4,1000,45,22.2222222222,2.1,5.5
OPA348AIDR,1000,45,22.2222222222,2.1,5.5
OPA348AIDRG4,1000,45,22.2222222222,2.1,5.5
OPA348AIDBVTG4,1000,45,22.2222222222,2.1,5.5
OPA348AIDCKTG4,1000,45,22.2222222222,2.1,5.5
MCP6401T-H/OT,1000,45,22.2222222222,1.8,6
MCP6402T-E/SN,1000,45,22.2222222222,1.8,6
MCP6402-H/SN,1000,45,22.2222222222,1.8,6
MCP6402T-H/SN,1000,45,22.2222222222,1.8,6
MCP6406T-H/OT,1000,45,22.2222222222,1.8,6
OPA2348AIDCNRG4,1000,45,22.2222222222,2.1,5.5
OPA2348AIDRG4,1000,45,22.2222222222,2.1,5.5
MCP6404T-E/SL,1000,45,22.2222222222,1.8,6
MCP6404T-E/ST,1000,45,22.2222222222,1.8,6
MCP6407-H/SN,1000,45,22.2222222222,1.8,6
MCP6407T-H/SN,1000,45,22.2222222222,1.8,6
OPA348AIDG4,1000,45,22.2222222222,2.1,5.5
MCP6404-H/SL,1000,45,22.2222222222,1.8,6
MCP6404T-H/SL,1000,45,22.2222222222,1.8,6
OPA2348AIDCNTG4,1000,45,22.2222222222,2.1,5.5
OPA2348AIDG4,1000,45,22.2222222222,2.1,5.5
OPA4348AIDR,1000,45,22.2222222222,2.1,5.5
OPA4348AIDRG4,1000,45,22.2222222222,2.1,5.5
OPA4348AIPWRG4,1000,45,22.2222222222,2.1,5.5
MCP6409-H/SL,1000,45,22.2222222222,1.8,6
MCP6409T-H/SL,1000,45,22.2222222222,1.8,6
OPA4348AQPWRQ1,1000,45,22.2222222222,2.1,5.5
MCP6404-E/SL,1000,45,22.2222222222,1.8,6
OPA4348AIDG4,1000,45,22.2222222222,2.1,5.5
OPA4348AIPWTG4,1000,45,22.2222222222,2.1,5.5
OPA2348CKGD4,1000,45,22.2222222222,2.1,5.5
AD8541ARTZ-REEL,1000,45,22.2222222222,2.7,5.5
AD8541ARZ-REEL,1000,45,22.2222222222,2.7,5.5
AD8541ARZ-REEL7,1000,45,22.2222222222,2.7,5.5
AD8542ARZ-REEL,1000,45,22.2222222222,2.7,5.5
AD8542ARUZ-REEL,1000,45,22.2222222222,2.7,5.5
AD8541ARTZ-R2,1000,45,22.2222222222,2.7,5.5
AD8541AKSZ-R2,1000,45,22.2222222222,2.7,5.5
AD8542ARMZ,1000,45,22.2222222222,2.7,5.5
AD8544ARUZ-REEL,1000,45,22.2222222222,2.7,5.5
AD8544ARZ-REEL,1000,45,22.2222222222,2.7,5.5
AD8544ARZ-REEL7,1000,45,22.2222222222,2.7,5.5
AD8544WARZ-RL,1000,45,22.2222222222,2.7,5.5
AD8544WARZ-R7,1000,45,22.2222222222,2.7,5.5
ISL28113FEZ-T7,2000,90,22.2222222222,1.8,5.5
ISL28113FHZ-T7,2000,90,22.2222222222,1.8,5.5
ISL28113FEZ-T7A,2000,90,22.2222222222,1.8,5.5
ISL28113FHZ-T7A,2000,90,22.2222222222,1.8,5.5
ISL28213FBZ-T13,2000,90,22.2222222222,1.8,5.5
ISL28213FBZ-T7,2000,90,22.2222222222,1.8,5.5
ISL28213FUZ-T7,2000,90,22.2222222222,1.8,5.5
ISL28213FBZ,2000,90,22.2222222222,1.8,5.5
ISL28413FBZ-T13,2000,90,22.2222222222,1.8,5.5
ISL28413FVZ-T13,2000,90,22.2222222222,1.8,5.5
ISL28413FBZ-T7,2000,90,22.2222222222,1.8,5.5
ISL28413FVZ-T7,2000,90,22.2222222222,1.8,5.5
ISL28413FBZ,2000,90,22.2222222222,1.8,5.5
ISL28413FVZ,2000,90,22.2222222222,1.8,5.5
ISL28133FEZ-T7,400,18,22.2222222222,1.8,5.5
ISL28133FRUZ-T7,400,18,22.2222222222,1.8,5.5
ISL28233FBZ-T7,400,18,22.2222222222,1.8,6
ISL28233FUZ-T7,400,18,22.2222222222,1.8,6
ISL28133FHZ-T7A,400,18,22.2222222222,1.8,5.5
ISL28233FRZ-T13,400,18,22.2222222222,1.8,6
ISL28233FRZ-T7,400,18,22.2222222222,1.8,6
ISL28233FUZ,400,18,22.2222222222,1.8,6
ISL28233FRZ,400,18,22.2222222222,1.8,6
ISL28433FVZ-T13,400,18,22.2222222222,1.8,6
ISL28433FBZ-T7,400,18,22.2222222222,1.8,6
ISL28233FBZ,400,18,22.2222222222,1.8,6
ISL28433FBZ,400,18,22.2222222222,1.8,6
ISL28433FVZ,400,18,22.2222222222,1.8,6
AD8542ARM-REEL,1000,45,22.2222222222,2.7,5.5
AD8542ARU-REEL,1000,45,22.2222222222,2.7,5.5
AD8542AR-REEL7,1000,45,22.2222222222,2.7,5.5
AD8541ART-REEL7,1000,45,22.2222222222,2.7,5.5
ISL28233IUZ,400,18,22.2222222222,1.65,5.5
ISL28233IUZ-T7,400,18,22.2222222222,1.65,5.5
LMH6658MA/NOPB,140000,6500,21.5384615385,3,12
LMH6657MF/NOPB,140000,6500,21.5384615385,3,12
LMH6657MG/NOPB,140000,6500,21.5384615385,3,12
LMH6658MM/NOPB,140000,6500,21.5384615385,3,12
LMH6657MFX/NOPB,140000,6500,21.5384615385,3,12
LMH6657MGX/NOPB,140000,6500,21.5384615385,3,12
LMH6658MAX/NOPB,140000,6500,21.5384615385,3,12
LMH6658MMX/NOPB,140000,6500,21.5384615385,3,12
LMH6658MAX/NOPB,140000,6500,21.5384615385,3,12
LMH6639MF/NOPB,90000,4180,21.5311004785,3,12
LMH6639MA/NOPB,90000,4180,21.5311004785,3,12
LMH6639MAX/NOPB,90000,4180,21.5311004785,3,12
LMH6639MFX/NOPB,90000,4180,21.5311004785,3,12
MAX4237EUT+T,7500,350,21.4285714286,2.4,5.5
MAX4237BEUA+,7500,350,21.4285714286,2.4,5.5
MAX4237AESA+,7500,350,21.4285714286,2.4,5.5
MAX4237AEUA+,7500,350,21.4285714286,2.4,5.5
MAX4237BESA+T,7500,350,21.4285714286,2.4,5.5
MAX4237BEUA+T,7500,350,21.4285714286,2.4,5.5
MAX4237BESA+,7500,350,21.4285714286,2.4,5.5
MAX4237AEUA+T,7500,350,21.4285714286,2.4,5.5
MAX4237AESA+T,7500,350,21.4285714286,2.4,5.5
LPV511MG/NOPB,25,1.2,20.8333333333,2.7,12
LPV511MGX/NOPB,25,1.2,20.8333333333,2.7,12
OPA333AIDCKR,350,17,20.5882352941,1.8,5.5
OPA333AIDBVT,350,17,20.5882352941,1.8,5.5
OPA2333AIDGKR,350,17,20.5882352941,1.8,5.5
OPA333AID,350,17,20.5882352941,1.8,5.5
OPA2333AIDR,350,17,20.5882352941,1.8,5.5
OPA2333AID,350,17,20.5882352941,1.8,5.5
OPA2333AIDGKT,350,17,20.5882352941,1.8,5.5
OPA2333AQDRQ1,350,17,20.5882352941,1.8,5.5
OPA333AMDCKREP,350,17,20.5882352941,1.8,5.5
OPA333AMDBVREP,350,17,20.5882352941,1.8,5.5
OPA2333AMDREP,350,17,20.5882352941,1.8,5.5
OPA333AIDCKT,350,17,20.5882352941,1.8,5.5
OPA2333SHKJ,350,17,20.5882352941,1.8,5.5
OPA2333SJD,350,17,20.5882352941,1.8,5.5
OPA333AIDBVRG4,350,17,20.5882352941,1.8,5.5
OPA333AIDCKRG4,350,17,20.5882352941,1.8,5.5
OPA333AIDR,350,17,20.5882352941,1.8,5.5
OPA333AIDRG4,350,17,20.5882352941,1.8,5.5
OPA333AIDBVR,350,17,20.5882352941,1.8,5.5
OPA333AIDBVTG4,350,17,20.5882352941,1.8,5.5
OPA333AIDCKTG4,350,17,20.5882352941,1.8,5.5
OPA333AIDG4,350,17,20.5882352941,1.8,5.5
OPA333AQDBVRQ1,350,17,20.5882352941,1.8,5.5
OPA2333AIDRBR,350,17,20.5882352941,1.8,5.5
OPA2333AIDRBRG4,350,17,20.5882352941,1.8,5.5
OPA2333AIDRG4,350,17,20.5882352941,1.8,5.5
OPA2333AIDGKRG4,350,17,20.5882352941,1.8,5.5
OPA2333AIDRBT,350,17,20.5882352941,1.8,5.5
OPA2333AIDRBTG4,350,17,20.5882352941,1.8,5.5
OPA2333AIDGKTG4,350,17,20.5882352941,1.8,5.5
OPA2333AIDG4,350,17,20.5882352941,1.8,5.5
OPA2333AQDGKRQ1,350,17,20.5882352941,1.8,5.5
OPA333AMDBVREPG4,350,17,20.5882352941,1.8,5.5
OPA2333AMDREPG4,350,17,20.5882352941,1.8,5.5
OPA2333SKGD1,350,17,20.5882352941,1.8,5.5
OPA2333SHKQ,350,17,20.5882352941,1.8,5.5
OPA357AIDBVT,100000,4900,20.4081632653,2.5,5.5
OPA354AIDBVT,100000,4900,20.4081632653,2.5,5.5
OPA2354AIDGKR,100000,4900,20.4081632653,2.5,5.5
OPA2357AIDGSR,100000,4900,20.4081632653,2.5,5.5
OPA2354AIDGKT,100000,4900,20.4081632653,2.5,5.5
OPA4354AIPWR,100000,4900,20.4081632653,2.5,5.5
OPA4354AIDR,100000,4900,20.4081632653,2.5,5.5
OPA2357AIDGST,100000,4900,20.4081632653,2.5,5.5
OPA2354AIDDA,100000,4900,20.4081632653,2.5,5.5
OPA4354AIPWT,100000,4900,20.4081632653,2.5,5.5
OPA354AQDBVRQ1,100000,4900,20.4081632653,2.5,5.5
OPA2354AQDGKRQ1,100000,4900,20.4081632653,2.5,5.5
OPA357AIDDA,100000,4900,20.4081632653,2.5,5.5
OPA354AIDDA,100000,4900,20.4081632653,2.5,5.5
OPA4354AID,100000,4900,20.4081632653,2.5,5.5
OPA354AIDBVRG4,100000,4900,20.4081632653,2.5,5.5
OPA354AIDDAR,100000,4900,20.4081632653,2.5,5.5
OPA354AIDDARG3,100000,4900,20.4081632653,2.5,5.5
OPA357AIDBVRG4,100000,4900,20.4081632653,2.5,5.5
OPA357AIDDAR,100000,4900,20.4081632653,2.5,5.5
OPA357AIDDARG3,100000,4900,20.4081632653,2.5,5.5
OPA354AIDBVR,100000,4900,20.4081632653,2.5,5.5
OPA357AIDBVR,100000,4900,20.4081632653,2.5,5.5
OPA354AIDBVTG4,100000,4900,20.4081632653,2.5,5.5
OPA357AIDBVTG4,100000,4900,20.4081632653,2.5,5.5
OPA2354AIDDAR,100000,4900,20.4081632653,2.5,5.5
OPA2354AIDGKRG4,100000,4900,20.4081632653,2.5,5.5
OPA2357AIDGSRG4,100000,4900,20.4081632653,2.5,5.5
OPA2354AIDDARG3,100000,4900,20.4081632653,2.5,5.5
OPA2354AIDGKTG4,100000,4900,20.4081632653,2.5,5.5
OPA2357AIDGSTG4,100000,4900,20.4081632653,2.5,5.5
OPA2354AIDDAG3,100000,4900,20.4081632653,2.5,5.5
OPA354AIDDAG3,100000,4900,20.4081632653,2.5,5.5
OPA357AIDDAG3,100000,4900,20.4081632653,2.5,5.5
OPA4354AIPWRG4,100000,4900,20.4081632653,2.5,5.5
OPA4354AIDRG4,100000,4900,20.4081632653,2.5,5.5
OPA4354AIPWTG4,100000,4900,20.4081632653,2.5,5.5
OPA4354AIDG4,100000,4900,20.4081632653,2.5,5.5
MCP6441T-E/OT,9,0.45,20,1.4,6
MCP6441T-E/LT,9,0.45,20,1.4,6
MCP6442T-E/MNY,9,0.45,20,1.4,6
OPA345NA/250,3000,150,20,2.5,5.5
OPA345UA,3000,150,20,2.5,5.5
OPA4345UA,3000,150,20,2.5,5.5
ADA4692-2ACPZ-R7,3600,180,20,2.7,5.5
ADA4691-2ACPZ-R7,3600,180,20,2.7,5.5
ADA4691-2ACBZ-R7,3600,180,20,2.7,5.5
OPA2345EA/250,3000,150,20,2.5,5.5
ALD1706GSAL,400,20,20,2,12
OPA4345EA/250,3000,150,20,2.5,5.5
ALD1706PAL,400,20,20,2,10
ALD1706ASAL,400,20,20,2,10
MAX44260AXT+T,15000,750,20,1.7,5.5
MAX44261AXT+T,15000,750,20,1.7,5.5
ADA4692-2ARZ-R7,3600,180,20,2.7,5.5
ADA4691-4ACPZ-R2,3600,180,20,2.7,5.5
OPA2314AIDRBT,3000,150,20,1.8,5.5
MCP6442-E/SN,9,0.45,20,1.4,6
MCP6442-E/MS,9,0.45,20,1.4,6
OPA2314AID,3000,150,20,1.8,5.5
MCP6444-E/SL,9,0.45,20,1.4,6
MCP6444-E/ST,9,0.45,20,1.4,6
OPA4314AIPW,3000,150,20,1.8,5.5
OPA2345UA,3000,150,20,2.5,5.5
ADA4692-4ARUZ,3600,180,20,2.7,5.5
ALD1706SAL,400,20,20,2,10
ALD1706APAL,400,20,20,2,10
ISL28130CEZ-T7A,400,20,20,1.8,5.5
ISL28130CHZ-T7A,400,20,20,1.8,5.5
ISL28230CBZ-T7A,400,20,20,1.8,5.5
ISL28230CUZ-T7A,400,20,20,1.8,5.5
ISL28230FBZ-T7A,400,20,20,1.8,5.5
ISL28430CBZ-T7A,400,20,20,1.8,5.5
ISL28430CVZ-T7A,400,20,20,1.8,5.5
OPA314AIDBVR,3000,150,20,1.8,5.5
OPA314AIDBVT,3000,150,20,1.8,5.5
OPA2314AIDRBR,3000,150,20,1.8,5.5
OPA2314AIDGKR,3000,150,20,1.8,5.5
OPA2314AIDR,3000,150,20,1.8,5.5
OPA314AIDCKT,3000,150,20,1.8,5.5
OPA2314AIDGK,3000,150,20,1.8,5.5
MCP6442T-E/MS,9,0.45,20,1.4,6
MCP6442T-E/SN,9,0.45,20,1.4,6
OPA4314AIPWR,3000,150,20,1.8,5.5
OPA345NA/250G4,3000,150,20,2.5,5.5
OPA345UAG4,3000,150,20,2.5,5.5
OPA2345UA/2K5,3000,150,20,2.5,5.5
OPA2345UA/2K5G4,3000,150,20,2.5,5.5
MCP6444T-E/ST,9,0.45,20,1.4,6
MCP6444T-E/SL,9,0.45,20,1.4,6
OPA2345EA/250G4,3000,150,20,2.5,5.5
OPA4345EA/250G4,3000,150,20,2.5,5.5
OPA2345UAG4,3000,150,20,2.5,5.5
OPA4345UAG4,3000,150,20,2.5,5.5
ADA4692-2ACPZ-RL,3600,180,20,2.7,5.5
ADA4691-2ACBZ-RL,3600,180,20,2.7,5.5
ADA4691-2ACPZ-RL,3600,180,20,2.7,5.5
ADA4692-2ARZ-RL,3600,180,20,2.7,5.5
ADA4692-2ARZ,3600,180,20,2.7,5.5
ADA4691-4ACPZ-RL,3600,180,20,2.7,5.5
ADA4691-4ACPZ-R7,3600,180,20,2.7,5.5
ADA4692-4ARUZ-RL,3600,180,20,2.7,5.5
ALD1706GPAL,400,20,20,2,12
ALD1706BPAL,400,20,20,2,12
ALD1706BSAL,400,20,20,2,12
ISL28130CEZ-T7,400,20,20,1.8,5.5
ISL28130CHZ-T7,400,20,20,1.8,5.5
ISL28230CRZ-T13,400,20,20,1.8,5.5
ISL28230CRZ-T7,400,20,20,1.8,5.5
ISL28230CBZ-T7,400,20,20,1.8,5.5
ISL28230CUZ-T7,400,20,20,1.8,5.5
ISL28230FBZ-T13,400,20,20,1.8,5.5
ISL28230FBZ-T7,400,20,20,1.8,5.5
ISL28230CRZ,400,20,20,1.8,5.5
ISL28230CUZ,400,20,20,1.8,5.5
ISL28230CRZ-T7A,400,20,20,1.8,5.5
ISL28230FBZ,400,20,20,1.8,5.5
ISL28430CBZ-T7,400,20,20,1.8,5.5
ISL28430CVZ-T13,400,20,20,1.8,5.5
ISL28230CBZ,400,20,20,1.8,5.5
ISL28430CBZ,400,20,20,1.8,5.5
ISL28430CVZ,400,20,20,1.8,5.5
MAX44260AYT+T,15000,750,20,1.7,5.5
OPA2345EA/2K5,3000,150,20,2.5,5.5
OPA2345EA/2K5G4,3000,150,20,2.5,5.5
OPA345NA/3K,3000,150,20,2.5,5.5
OPA345NA/3KG4,3000,150,20,2.5,5.5
LMV422MM/NOPB,8000,400,20,2.7,5.5
LMV422MMX,8000,400,20,2.7,5.5
LMP7707MF/NOPB,15000,790,18.9873417722,2.7,12
LMP7707MFX/NOPB,15000,790,18.9873417722,2.7,12
LMP7707MAX/NOPB,15000,790,18.9873417722,2.7,12
LMP7707MA/NOPB,15000,790,18.9873417722,2.7,12
LMV821M5/NOPB,5600,300,18.6666666667,2.5,5.5
LMV821M5,5600,300,18.6666666667,2.5,5.5
LMV821M7/NOPB,5600,300,18.6666666667,2.5,5.5
LMV821SQ3T2G,5600,300,18.6666666667,2.7,5.5
LMV821M5X/NOPB,5600,300,18.6666666667,2.5,5.5
LMV821M7X/NOPB,5600,300,18.6666666667,2.5,5.5
LMV851MG/NOPB,8000,430,18.6046511628,2.7,5.5
LMV851MGE/NOPB,8000,430,18.6046511628,2.7,5.5
LMV851MGX/NOPB,8000,430,18.6046511628,2.7,5.5
FAN4174IS5X,3700,200,18.5,2.3,5.25
FAN4931IP5X,3700,200,18.5,2.3,5.25
FAN4274IMU8X,3700,200,18.5,2.3,5.25
FAN4174IP5X,3700,200,18.5,2.3,5.25
LM8261M5/NOPB,24000,1300,18.4615384615,2.5,30
LM8261M5X/NOPB,24000,1300,18.4615384615,2.5,30
LMV822IDT,5500,300,18.3333333333,2.5,5.5
LMV822IST,5500,300,18.3333333333,2.5,5.5
LMV822IQ2T,5500,300,18.3333333333,2.5,5.5
LMV822AIDT,5500,300,18.3333333333,2.5,5.5
LMV823IST,5500,300,18.3333333333,2.5,5.5
LMV822AIST,5500,300,18.3333333333,2.5,5.5
LMV823AIST,5500,300,18.3333333333,2.5,5.5
LMV824AIPT,5500,300,18.3333333333,2.5,5.5
LMV824AIDT,5500,300,18.3333333333,2.5,5.5
LMV825AIPT,5500,300,18.3333333333,2.5,5.5
LMV821ICT,5500,300,18.3333333333,2.5,5.5
LMV821ILT,5500,300,18.3333333333,2.5,5.5
LMV820ILT,5500,300,18.3333333333,2.5,5.5
LMV821AILT,5500,300,18.3333333333,2.5,5.5
LMV821AICT,5500,300,18.3333333333,2.5,5.5
LMV820AILT,5500,300,18.3333333333,2.5,5.5
LMV821QDBVRQ1,5500,300,18.3333333333,2.5,5.5
LMV821DCKR,5500,300,18.3333333333,2.5,5.5
LMV821IDBVR,5500,300,18.3333333333,2.5,5.5
LMV824IDT,5500,300,18.3333333333,2.5,5.5
LMV825IPT,5500,300,18.3333333333,2.5,5.5
LMV821DBVR,5500,300,18.3333333333,2.5,5.5
LMV821IDCKR,5500,300,18.3333333333,2.5,5.5
LMV821DBVRE4,5500,300,18.3333333333,2.5,5.5
LMV821DBVT,5500,300,18.3333333333,2.5,5.5
LMV821DBVTE4,5500,300,18.3333333333,2.5,5.5
LMV821DCKRE4,5500,300,18.3333333333,2.5,5.5
LMV821DCKT,5500,300,18.3333333333,2.5,5.5
LMV821DCKTE4,5500,300,18.3333333333,2.5,5.5
LMV821IDBVRE4,5500,300,18.3333333333,2.5,5.5
LMV821IDBVT,5500,300,18.3333333333,2.5,5.5
LMV821IDBVTE4,5500,300,18.3333333333,2.5,5.5
LMV821IDCKRE4,5500,300,18.3333333333,2.5,5.5
LMV821IDCKT,5500,300,18.3333333333,2.5,5.5
LMV821IDCKTE4,5500,300,18.3333333333,2.5,5.5
LMV821DBVRG4,5500,300,18.3333333333,2.5,5.5
LMV821DBVTG4,5500,300,18.3333333333,2.5,5.5
LMV821DCKRG4,5500,300,18.3333333333,2.5,5.5
LMV821DCKTG4,5500,300,18.3333333333,2.5,5.5
LMV821IDBVRG4,5500,300,18.3333333333,2.5,5.5
LMV821IDBVTG4,5500,300,18.3333333333,2.5,5.5
LMV821IDCKRG4,5500,300,18.3333333333,2.5,5.5
LMV821IDCKTG4,5500,300,18.3333333333,2.5,5.5
LM7321MF/NOPB,20000,1100,18.1818181818,2.5,32
LM7321MA/NOPB,20000,1100,18.1818181818,2.5,32
LM7321MAX/NOPB,20000,1100,18.1818181818,2.5,32
LM7321MFE/NOPB,20000,1100,18.1818181818,2.5,32
LM7321MFX/NOPB,20000,1100,18.1818181818,2.5,32
LM7321QMFX/NOPB,20000,1100,18.1818181818,2.5,32
LM7321QMF/NOPB,20000,1100,18.1818181818,2.5,32
LM7321QMFE/NOPB,20000,1100,18.1818181818,2.5,32
OPA347SA/3K,350,20,17.5,2.4,5.5
OPA347UA/2K5,350,20,17.5,2.3,5.5
OPA2347UA/2K5,350,20,17.5,2.3,5.5
OPA2347EA/3K,350,20,17.5,2.3,5.5
OPA347NA/250,350,20,17.5,2.3,5.5
OPA4347UA/2K5,350,20,17.5,2.3,5.5
OPA2347EA/250,350,20,17.5,2.3,5.5
OPA4347EA/250,350,20,17.5,2.3,5.5
OPA2347UA,350,20,17.5,2.3,5.5
OPA4347UA,350,20,17.5,2.3,5.5
OPA347PA,350,20,17.5,2.3,5.5
OPA347UA,350,20,17.5,2.3,5.5
OPA347SA/250,350,20,17.5,2.4,5.5
OPA2347YZDR,350,20,17.5,2.3,5.5
OPA347NA/3K,350,20,17.5,2.3,5.5
OPA347NA/3KG4,350,20,17.5,2.3,5.5
OPA347SA/3KG4,350,20,17.5,2.4,5.5
OPA347UA/2K5G4,350,20,17.5,2.3,5.5
OPA2347EA/3KG4,350,20,17.5,2.3,5.5
OPA2347UA/2K5G4,350,20,17.5,2.3,5.5
OPA347NA/250G4,350,20,17.5,2.3,5.5
OPA347SA/250G4,350,20,17.5,2.4,5.5
OPA347PAG4,350,20,17.5,2.3,5.5
OPA347UAG4,350,20,17.5,2.3,5.5
OPA4347EA/2K5,350,20,17.5,2.3,5.5
OPA4347EA/2K5G4,350,20,17.5,2.3,5.5
OPA4347UA/2K5G4,350,20,17.5,2.3,5.5
OPA2347EA/250G4,350,20,17.5,2.3,5.5
OPA2347YZDT,350,20,17.5,2.3,5.5
OPA2347UAG4,350,20,17.5,2.3,5.5
OPA4347EA/250G4,350,20,17.5,2.3,5.5
OPA4347UAG4,350,20,17.5,2.3,5.5
OPA2347YEDT,350,20,17.5,2.3,5.5
OPA2347YEDR,350,20,17.5,2.3,5.5
OPA2369AIDCNT,12,0.7,17.1428571429,1.8,5.5
OPA2369AIDCNR,12,0.7,17.1428571429,1.8,5.5
OPA2369AIDCNRG4,12,0.7,17.1428571429,1.8,5.5
OPA2369AIDGKR,12,0.7,17.1428571429,1.8,5.5
OPA2369AIDGKRG4,12,0.7,17.1428571429,1.8,5.5
OPA2369AIDCNTG4,12,0.7,17.1428571429,1.8,5.5
OPA2369AIDGKTG4,12,0.7,17.1428571429,1.8,5.5
OPA2369AIDGKT,12,0.7,17.1428571429,1.8,5.5
LPV321M7,152,9,16.8888888889,2.7,5
LPV321M7X/NOPB,152,9,16.8888888889,2.7,5
LPV321M5/NOPB,152,9,16.8888888889,2.7,5
LPV321M5X/NOPB,152,9,16.8888888889,2.7,5
LPV321M7/NOPB,152,9,16.8888888889,2.7,5
MAX4488ATT+T,42000,2500,16.8,2.7,5.5
MAX4488AUT+T,42000,2500,16.8,2.7,5.5
MAX4489AUA+,42000,2500,16.8,2.7,5.5
MAX4488AUA+,42000,2500,16.8,2.7,5.5
MAX4488ASA+,42000,2500,16.8,2.7,5.5
MAX4489ASA+,42000,2500,16.8,2.7,5.5
MAX4488ASA+T,42000,2500,16.8,2.7,5.5
MAX4488AUA+T,42000,2500,16.8,2.7,5.5
MAX4489AUA+T,42000,2500,16.8,2.7,5.5
MAX4489ASA+T,42000,2500,16.8,2.7,5.5
MAX4488AUT#TG16,42000,2500,16.8,2.7,5.5
OPA330AIYFFR,350,21,16.6666666667,1.8,5.5
OPA330AIDBVT,350,21,16.6666666667,1.8,5.5
OPA2330AIDGKT,350,21,16.6666666667,1.8,5.5
OPA4330AIRGYT,350,21,16.6666666667,1.8,5.5
OPA2330AIDGKR,350,21,16.6666666667,1.8,5.5
OPA2330AIDRBT,350,21,16.6666666667,1.8,5.5
OPA330AIDCKR,350,21,16.6666666667,1.8,5.5
OPA330AIDR,350,21,16.6666666667,1.8,5.5
OPA2330AIDR,350,21,16.6666666667,1.8,5.5
OPA330AIYFFT,350,21,16.6666666667,1.8,5.5
OPA330AID,350,21,16.6666666667,1.8,5.5
OPA2330AID,350,21,16.6666666667,1.8,5.5
OPA4330AIPW,350,21,16.6666666667,1.8,5.5
OPA4330AID,350,21,16.6666666667,1.8,5.5
OPA330AIDCKT,350,21,16.6666666667,1.8,5.5
OPA2330AIDRBR,350,21,16.6666666667,1.8,5.5
ISL28214FUZ,5000,300,16.6666666667,1.8,5.5
OPA330AIDBVR,350,21,16.6666666667,1.8,5.5
OPA330AIDBVRG4,350,21,16.6666666667,1.8,5.5
